사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-03,경원선,359,도봉,202,7,"6,745","1,114","9,154","3,028","18,920","3,814","18,294","9,532","12,129","7,081","10,033","7,487","9,093","6,415","9,096","7,294","9,824","8,092","9,560","8,869","9,407","10,025","8,900","11,871","9,100","12,151","10,289","16,131","4,804","15,722","2,837","8,736","2,556","7,862","2,030","7,230",597,"4,116",44,920,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,360,도봉산,113,3,"6,070",737,"9,344","2,035","23,200","3,645","20,376","6,956","13,182","10,846","11,215","16,988","11,200","14,470","13,483","15,780","16,978","12,248","20,701","10,890","22,809","9,511","23,057","9,306","18,750","8,258","13,752","9,668","7,548","8,383","3,924","4,715","2,968","4,543","2,037","4,743",520,"2,680",34,718,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,361,망월사,246,4,"7,379",955,"12,287","3,205","25,909","4,249","25,379","10,340","15,115","8,419","11,343","7,044","11,126","7,037","11,599","9,731","11,590","9,654","10,344","10,766","10,249","11,530","11,198","14,595","11,454","17,206","10,542","23,498","5,381","24,332","3,879","13,402","3,404","12,120","2,771","11,849",793,"5,693",63,"1,282",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,362,회룡,980,24,"13,267","2,039","25,405","5,631","56,070","7,674","44,966","11,553","26,486","10,499","21,193","10,338","20,406","11,265","19,789","13,550","18,187","15,611","15,612","16,584","14,447","19,599","14,150","24,633","14,417","30,838","12,041","41,243","7,548","43,472","5,605","22,293","4,870","20,768","3,805","18,742",937,"9,901",67,"2,151",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,363,의정부,"2,032",14,"8,929","2,115","22,368","7,218","47,328","12,288","42,320","33,851","24,860","30,791","21,042","25,163","23,606","25,365","26,611","27,321","27,734","34,478","28,433","31,559","29,883","30,008","33,198","33,313","36,934","40,369","39,531","53,053","25,662","48,498","25,653","27,015","20,595","23,647","18,933","19,586","3,226","13,126",167,"3,068",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,364,가능,387,4,"7,063","1,493","11,419","3,721","23,225","6,067","20,923","14,172","12,143","7,517","10,327","5,240","9,727","5,677","9,783","6,956","9,161","7,845","7,984","7,175","8,073","8,270","9,434","11,018","11,811","12,652","9,068","19,129","5,505","19,021","4,119","11,148","3,740","9,176","2,965","8,399",756,"6,246",37,950,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,365,녹양,233,1,"4,809",872,"8,316","2,226","17,592","4,126","14,227","9,469","8,225","4,367","7,127","2,913","6,730","4,299","6,895","4,904","5,983","4,808","5,708","4,666","5,874","5,960","6,333","7,640","7,796","8,807","8,060","13,459","3,966","13,472","2,557","8,987","2,206","6,450","1,535","6,551",513,"4,341",19,900,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,366,양주,"1,341",9,"5,416","1,220","11,651","5,178","31,004","10,725","24,651","11,021","15,160","7,221","12,953","6,566","11,191","7,552","12,021","8,809","10,853","7,758","10,175","8,530","9,684","9,286","11,855","12,131","12,780","15,781","14,614","22,212","6,337","19,751","3,760","14,888","3,041","11,013","1,989","10,641",636,"6,387",16,"1,737",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,367,덕계,0,0,"2,027",419,"7,190","3,077","12,815","2,713","10,510","4,828","5,465","2,455","4,337","1,782","4,098","2,114","4,221","2,752","3,995","2,243","3,353","2,837","3,731","3,550","4,641","3,911","4,665","6,695","4,631","7,812","1,711","8,305","1,292","5,802",833,"4,418",706,"3,204",269,"2,603",13,471,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,368,덕정,0,0,"3,413","1,648","8,403","5,045","19,223","9,984","16,371","13,750","9,177","8,120","7,301","4,762","8,308","5,839","8,828","7,483","8,495","6,858","7,498","5,196","7,905","6,760","9,548","7,826","12,043","12,779","13,011","13,800","5,654","13,457","3,831","8,253","3,468","8,252","2,351","6,868","1,172","4,169",149,795,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,369,지행,39,1,"4,492",800,"10,308","2,309","20,903","5,501","18,994","11,757","11,787","5,890","9,246","4,811","9,711","5,890","9,352","6,993","9,568","7,930","7,917","7,353","7,497","8,922","8,125","10,396","9,684","15,479","11,060","16,081","5,690","18,852","4,955","11,560","4,567","9,074","3,444","9,817","1,207","5,736",115,"1,447",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,370,동두천중앙,17,0,"2,362",749,"5,081","1,652","8,167","3,888","8,253","9,467","5,722","3,855","4,924","3,142","4,770","4,315","4,895","4,441","5,054","4,440","4,653","3,816","4,810","4,433","4,618","4,682","6,328","5,507","7,072","5,659","2,650","6,564","1,853","4,311","1,201","3,446",783,"3,519",284,"2,177",13,619,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,371,보산,15,0,"1,436",481,"2,222",801,"3,931","2,053","3,366","2,304","2,695","1,443","2,455","1,167","2,155","1,430","2,279","1,498","2,108","1,731","2,178","1,868","1,831","1,953","2,356","2,211","3,377","2,564","2,595","3,103","1,651","3,857",988,"2,647",696,"1,809",310,"1,788",170,"1,114",9,246,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,372,동두천,44,1,646,377,"2,758","2,654","4,894","7,766","5,157","6,873","3,579","4,894","3,290","4,579","3,311","3,938","3,113","3,159","3,745","3,543","3,639","3,264","4,876","3,571","4,398","3,171","5,191","3,362","5,598","4,787","2,515","4,083","1,234","3,272",576,"2,627",416,"1,980",177,"1,133",3,318,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경원선,373,소요산,95,0,767,402,981,"1,033","3,933","2,382","3,181","2,493","4,284","4,439","3,395","6,971","4,089","9,578","5,955","10,863","7,883","7,960","11,182","6,282","12,572","5,019","11,850","3,829","7,609","3,276","4,636","2,014","1,732","1,445","1,132","1,338",706,915,388,"1,048",88,826,3,431,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,안산선,280,산본,625,1,"7,380","1,844","22,453","6,308","55,693","13,858","52,602","28,493","25,179","20,636","20,127","17,360","19,665","17,450","21,793","20,037","20,667","23,056","20,259","22,564","21,165","23,744","23,762","27,814","25,365","37,249","29,201","62,742","18,812","54,824","15,105","29,823","16,814","21,834","14,229","22,732","3,014","12,016",55,559,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,안산선,281,대야미,1,0,"2,199",868,"7,132","3,805","17,669","4,639","18,234","8,529","9,512","4,444","7,014","4,948","6,238","5,174","6,769","4,814","7,173","4,917","7,093","5,375","7,392","5,874","8,204","7,675","8,912","8,656","10,148","14,444","5,195","12,173","3,681","8,028","2,790","7,273","1,792","7,863",700,"3,345",33,256,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,안산선,282,반월,2,0,"3,074",731,"7,426","2,228","17,182","3,566","15,653","6,606","9,479","3,573","6,578","3,141","6,340","4,029","6,009","3,972","6,085","4,629","5,208","4,971","4,778","6,234","5,897","7,867","7,704","9,576","7,471","14,834","3,830","11,317","2,567","8,864","1,943","7,086","1,319","7,547",511,"3,354",56,292,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,안산선,283,상록수,386,15,"13,612","2,879","29,902","8,294","71,770","12,648","64,614","18,534","33,087","13,677","23,235","11,024","21,145","12,558","22,892","14,017","20,879","16,186","17,749","16,691","17,598","19,577","19,316","25,636","23,634","37,742","21,086","63,276","13,433","56,298","10,069","35,031","9,553","33,333","6,768","29,020","2,167","16,607",125,"1,405",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,안산선,284,한대앞,87,2,"6,978",873,"15,203","3,707","30,195","7,436","25,271","16,717","14,494","11,185","11,900","9,163","12,087","8,818","12,609","9,712","11,928","11,119","11,304","11,294","11,403","11,490","12,997","15,088","17,044","19,476","16,937","30,578","8,994","24,624","7,431","15,608","7,282","13,389","6,089","13,289","1,380","8,008",63,853,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,안산선,285,중앙,141,3,"7,399",851,"25,547","7,343","55,910","13,388","43,533","37,017","21,843","29,191","19,095","17,828","20,790","17,836","24,096","23,043","22,649","26,164","21,937","25,600","24,108","25,531","30,643","30,205","34,369","42,652","38,118","64,891","23,638","54,756","23,365","29,570","26,386","25,274","26,106","22,556","4,316","15,466",105,"2,040",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,안산선,286,고잔,210,8,"4,992",643,"12,711","4,552","30,281","13,055","21,507","27,367","12,157","13,525","10,982","9,966","11,909","8,898","11,706","9,052","10,622","10,828","10,702","10,272","12,285","9,984","13,630","10,359","18,885","15,159","23,373","22,995","8,784","19,113","6,723","12,185","6,553","10,517","5,289","10,314","1,397","7,081",68,"1,105",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,안산선,287,초지,172,1,"2,915",343,"8,279","4,328","19,471","9,590","15,163","13,340","7,366","12,488","5,942","6,628","6,182","4,965","6,625","5,805","6,216","7,673","5,856","4,854","6,383","5,043","9,764","5,575","11,186","8,829","11,954","14,110","5,285","13,034","3,248","9,180","3,168","7,627","1,827","7,274",459,"4,065",14,720,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,안산선,288,안산,"1,295",3,"10,565","1,527","11,985","15,441","21,392","41,093","21,023","33,431","15,237","14,340","12,551","11,960","13,274","12,410","14,931","12,890","15,002","12,552","15,032","13,031","16,325","13,596","19,722","14,925","40,947","20,527","45,499","23,535","21,814","20,352","19,794","14,185","10,859","12,002","4,463","9,921","1,051","5,060",29,"1,157",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,안산선,289,신길온천,10,0,"1,758",94,"3,591","1,253","6,398","3,293","5,206","2,850","2,932","1,456","2,446","1,401","2,088","1,560","2,271","1,674","2,167","1,533","1,806","1,910","2,046","2,158","2,452","2,543","3,480","3,605","3,784","4,659","1,780","4,122","1,246","3,123",794,"2,392",482,"2,517",169,"1,449",17,375,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,안산선,290,정왕,166,5,"5,802",227,"8,861","11,163","17,880","25,201","14,264","35,045","10,131","21,583","9,381","11,864","10,564","10,869","12,320","13,157","13,252","12,200","12,952","12,044","15,474","11,312","21,688","10,610","28,093","15,103","31,453","19,399","14,873","15,449","10,590","11,772","8,680","9,997","4,860","8,832",997,"5,705",10,"1,459",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,안산선,291,오이도,183,2,"6,125",183,"14,584","5,916","31,747","13,201","24,550","14,242","13,320","7,117","10,385","7,155","10,662","9,452","11,112","11,021","11,092","11,184","10,048","10,771","11,688","12,282","14,240","13,592","18,771","18,139","17,997","25,499","10,316","22,986","7,954","15,279","7,179","13,144","5,409","12,331","1,196","8,504",2,"2,556",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,안산선,292,수리산,14,2,"2,922",603,"8,371","1,703","18,943","3,584","17,568","5,950","9,332","3,101","6,525","4,302","6,081","3,533","5,855","3,670","5,672","3,656","4,541","3,768","5,006","4,464","4,908","5,434","5,021","6,844","5,425","12,261","2,734","10,312","1,682","6,516","1,429","5,454","1,009","5,770",365,"2,979",4,225,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,과천선,230,선바위,1,0,"1,132","1,063","5,984","8,810","19,199","20,554","22,917","25,046","14,651","15,685","9,334","7,566","8,495","6,982","9,085","7,099","9,266","6,492","9,077","6,730","9,921","7,617","13,868","8,619","22,633","12,043","30,342","16,949","15,074","14,100","9,091","8,540","7,078","8,149","3,896","8,544",902,"3,136",7,73,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,과천선,231,경마공원,0,0,213,237,743,"1,854","1,886","2,101","2,425","5,761","1,901","1,738","1,663","1,322","1,540","1,634","1,418","1,539","1,859","1,626","1,898","1,426","2,146","1,443","2,356","1,717","3,255","1,807","6,098","2,192","1,166","1,696",682,"1,226",500,"1,108",314,"1,068",100,424,0,2,1,1,0,0,0,0,2021-04-03 10:21:59
2021-03,과천선,232,대공원,1,0,72,379,226,"3,094",837,"3,667","1,037","8,410","1,324","11,135","1,910","15,814","3,055","9,575","5,205","7,275","6,642","8,706","8,807","7,673","11,724","4,418","13,161","2,728","11,914","1,526","10,055","1,254","4,062",895,"2,305",459,658,392,373,302,150,153,0,5,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,과천선,233,과천,3,0,"1,838",495,"7,495","6,340","22,532","4,404","20,537","8,569","11,486","4,357","8,272","4,160","7,726","4,294","8,067","4,689","7,874","5,203","7,416","5,328","7,614","6,100","10,642","7,859","10,518","10,704","8,010","17,719","3,864","15,579","2,545","9,040","1,962","8,926","1,420","9,889",374,"4,485",2,78,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,과천선,234,정부과천청사,4,1,"1,631","1,042","6,575","9,048","18,934","22,074","16,667","63,662","11,218","15,608","9,012","10,474","9,293","8,313","10,064","8,915","10,946","9,716","11,532","9,837","13,639","9,416","19,671","10,443","28,528","13,879","51,593","18,967","13,994","16,981","10,844","8,875","9,920","8,745","5,344","8,483",803,"3,911",3,55,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,과천선,235,인덕원,68,2,"7,661","2,539","26,327","12,022","76,747","34,062","68,186","101,007","37,520","35,576","27,457","18,759","24,936","18,318","26,834","18,043","26,759","20,809","24,488","21,881","26,526","24,420","32,584","30,362","49,119","43,145","80,973","70,428","30,127","68,875","21,925","36,316","21,791","31,625","16,232","37,129","2,500","15,460",18,348,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,과천선,236,평촌,58,1,"3,474","2,261","18,374","8,667","55,482","32,590","44,453","90,072","22,854","33,235","17,156","14,917","16,516","13,220","17,192","13,324","16,400","16,585","16,587","14,857","19,704","14,410","22,456","19,291","39,635","25,532","66,353","42,678","26,900","42,545","19,281","22,723","17,691","16,601","15,490","19,654","2,596","8,529",9,269,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,과천선,237,범계,40,2,"6,769","2,474","30,132","10,228","83,571","22,441","70,515","59,832","36,722","45,176","27,717","27,670","28,190","26,035","31,183","27,271","31,297","33,358","30,601","32,461","33,976","32,149","38,777","39,446","47,110","54,203","60,666","84,429","35,803","75,200","36,388","37,131","32,426","28,731","29,196","30,919","3,866","13,349",23,492,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,분당선,143,선릉,17,0,"1,073","1,314","2,099","10,053","4,500","41,031","6,543","129,926","5,343","86,533","6,182","34,934","8,304","22,961","9,856","19,894","11,202","21,932","13,394","18,639","16,511","15,914","26,761","16,971","43,282","19,377","76,730","23,673","36,203","14,153","21,482","6,298","22,571","5,123","20,423","5,800","2,290","2,459",61,531,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,분당선,144,한티,45,3,"1,788",933,"6,768","8,764","20,258","25,435","22,510","45,048","13,663","38,813","11,223","22,088","12,170","17,410","15,957","20,318","17,207","24,758","16,992","17,711","20,686","18,187","26,179","23,133","36,483","31,038","43,394","33,243","27,338","24,240","28,768","12,630","22,127","11,183","26,334","12,640","3,164","4,401",46,237,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,분당선,145,도곡,54,1,"1,084",955,"3,137","5,615","8,533","14,418","11,881","24,754","8,447","17,914","6,577","8,362","7,289","7,114","8,529","7,300","9,580","8,293","9,467","7,516","12,159","7,517","13,990","8,634","19,592","10,214","23,253","13,647","11,695","11,046","7,780","6,420","6,901","5,655","5,624","6,959","1,042","2,335",19,210,1,1,0,0,0,0,2021-04-03 10:21:59
2021-03,분당선,146,구룡,1,0,387,616,"1,270","5,386","2,780","9,692","3,703","4,764","2,939","2,235","2,268","1,563","2,347","1,399","2,385","1,571","2,604","2,038","2,348","1,977","3,021","2,008","8,733","2,211","6,775","2,686","4,607","3,530","1,709","2,908","1,104","1,802","2,895","1,849",564,"2,188",147,"1,000",5,37,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,분당선,147,개포동,1,0,687,924,"3,061","6,250","8,515","5,806","9,196","9,156","5,303","6,361","4,510","4,591","4,205","3,549","5,243","4,102","4,893","4,845","4,932","4,382","5,366","4,617","8,577","5,311","9,566","7,090","9,231","10,175","5,080","8,603","3,321","5,097","3,812","4,308","3,564","5,393",681,"2,123",2,55,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,분당선,148,대모산입구,4,0,"1,762","1,165","3,409","11,116","9,351","4,714","10,010","8,551","5,926","4,227","4,616","2,777","4,286","2,980","4,637","2,875","4,307","3,407","4,059","3,306","4,591","4,255","8,787","4,538","11,150","5,420","8,235","6,882","3,281","6,108","1,935","3,834","1,387","3,626","1,153","4,404",307,"1,615",1,120,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,분당선,149,수서,61,0,"3,372","2,750","6,255","11,345","23,398","25,172","33,660","44,913","21,582","23,879","20,299","17,292","16,404","12,992","19,777","15,990","19,165","16,688","13,571","16,250","22,695","18,224","25,068","22,061","32,809","25,933","41,026","36,568","18,387","28,137","17,943","17,870","12,924","14,882","12,339","16,077","4,518","4,933",12,449,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,분당선,150,복정,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,분당선,313,수원,727,4,"4,501",493,"8,470","3,618","22,365","7,539","23,281","13,264","11,528","11,538","7,503","7,566","8,060","8,489","9,259","9,358","9,854","10,335","9,538","10,003","10,985","9,829","13,770","12,111","17,080","19,112","20,174","24,282","14,001","16,712","13,687","9,733","12,954","7,175","12,146","7,016","2,100","3,526",28,501,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,분당선,314,서울숲,95,0,"2,365",441,"5,144","4,288","13,502","19,096","21,463","40,531","14,217","25,327","7,804","12,444","7,341","10,947","8,465","11,783","9,613","14,550","10,596","13,188","14,012","13,479","18,338","14,352","28,222","15,916","43,129","24,168","21,716","16,594","13,680","9,271","12,642","8,039","9,148","9,097","1,250","3,254",21,586,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,분당선,315,압구정로데오,52,1,"1,191",744,"3,225","10,290","4,915","24,107","7,114","69,164","6,094","102,563","7,561","47,125","11,677","35,378","14,621","32,566","17,389","33,049","22,468","30,321","29,379","28,504","38,828","29,724","57,775","34,003","84,806","41,712","64,422","21,346","51,455","7,033","42,636","4,562","41,006","4,696","3,248","1,710",38,367,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,분당선,316,강남구청,9,0,"1,098",551,"2,611","4,619","7,445","15,014","9,518","54,934","8,119","41,919","7,478","18,939","8,598","13,527","9,544","13,501","11,004","14,266","12,507","13,426","13,778","13,076","16,491","13,587","25,346","16,220","49,115","20,708","26,515","13,764","14,720","6,994","15,082","5,579","12,308","6,401","1,627","2,498",21,445,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,분당선,317,선정릉,9,0,856,870,"1,911","5,071","4,681","12,424","7,035","54,285","5,841","42,696","5,029","14,907","6,102","8,572","6,514","7,879","7,726","8,821","9,258","8,303","10,261","7,425","12,966","7,609","22,639","8,635","46,014","10,247","25,391","7,276","11,833","3,811","11,654","3,721","9,283","4,465","1,601","1,681",16,321,0,0,0,0,0,0,2021-04-03 10:21:59
